date,state,district,pincode,age_0_5,age_5_17,age_18_greater
01-11-2025,Uttarakhand,Nainital,262402,0,1,0
01-11-2025,Uttarakhand,Nainital,263139,8,1,0
11-11-2025,Uttarakhand,Nainital,244715,5,2,0
11-11-2025,Uttarakhand,Nainital,262402,1,0,0
11-11-2025,Uttarakhand,Nainital,263132,2,1,0
10-11-2025,Uttarakhand,Nainital,262402,10,0,0
10-11-2025,Uttarakhand,Nainital,263139,18,0,0
12-11-2025,Uttarakhand,Nainital,244715,4,0,0
12-11-2025,Uttarakhand,Nainital,263141,0,1,0
15-11-2025,Uttarakhand,Nainital,263127,2,0,0
15-11-2025,Uttarakhand,Nainital,263134,1,1,0
15-11-2025,Uttarakhand,Nainital,263159,6,0,0
16-11-2025,Uttarakhand,Nainital,263135,2,0,0
05-11-2025,Uttarakhand,Nainital,244713,1,0,0
05-11-2025,Uttarakhand,Nainital,263141,1,0,0
03-11-2025,Uttarakhand,Nainital,263126,2,1,0
03-11-2025,Uttarakhand,Nainital,263140,3,0,0
03-11-2025,Uttarakhand,Nainital,263159,1,0,0
04-11-2025,Uttarakhand,Nainital,263138,1,0,0
06-11-2025,Uttarakhand,Nainital,263136,2,1,0
07-11-2025,Uttarakhand,Nainital,262402,1,0,0
07-11-2025,Uttarakhand,Nainital,263159,1,0,0
09-11-2025,Uttarakhand,Nainital,263136,2,0,0
09-11-2025,Uttarakhand,Nainital,263157,1,0,0
09-11-2025,Uttarakhand,Nainital,263159,1,0,0
08-11-2025,Uttarakhand,Nainital,263126,4,0,0
08-11-2025,Uttarakhand,Nainital,263136,2,0,0
08-11-2025,Uttarakhand,Nainital,263139,12,4,0
13-11-2025,Uttarakhand,Nainital,262402,2,1,0
13-11-2025,Uttarakhand,Nainital,263139,9,0,0
14-11-2025,Uttarakhand,Nainital,263126,2,0,0
14-11-2025,Uttarakhand,Nainital,263140,1,0,0
19-11-2025,Uttarakhand,Nainital,244716,2,0,0
19-11-2025,Uttarakhand,Nainital,263002,4,0,0
19-11-2025,Uttarakhand,Nainital,263135,2,0,0
19-11-2025,Uttarakhand,Nainital,263158,1,0,0
25-11-2025,Uttarakhand,Nainital,262402,6,0,0
25-11-2025,Uttarakhand,Nainital,263002,4,1,0
25-11-2025,Uttarakhand,Nainital,263135,4,0,0
25-11-2025,Uttarakhand,Nainital,263139,20,3,0
25-11-2025,Uttarakhand,Nainital,263140,3,0,0
21-12-2025,Uttarakhand,Nainital,263135,1,0,0
15-12-2025,Uttarakhand,Nainital,244715,10,1,0
15-12-2025,Uttarakhand,Nainital,263140,2,1,0
22-12-2025,Uttarakhand,Nainital,262402,4,0,0
22-12-2025,Uttarakhand,Nainital,263140,2,0,0
23-12-2025,Uttarakhand,Nainital,244715,7,0,0
23-12-2025,Uttarakhand,Nainital,263132,1,0,0
23-12-2025,Uttarakhand,Nainital,263140,1,0,0
25-12-2025,Uttarakhand,Nainital,262402,1,0,0
24-12-2025,Uttarakhand,Nainital,263126,1,0,0
27-12-2025,Uttarakhand,Nainital,263126,2,0,0
27-12-2025,Uttarakhand,Nainital,263140,2,0,0
28-12-2025,Uttarakhand,Nainital,263136,2,0,0
31-12-2025,Uttarakhand,Nainital,244716,1,0,0
31-12-2025,Uttarakhand,Nainital,263136,4,0,0
31-12-2025,Uttarakhand,Nainital,263157,3,1,0
29-12-2025,Uttarakhand,Nainital,263132,1,0,4
29-12-2025,Uttarakhand,Nainital,263136,1,0,2
02-01-2026,Uttarakhand,Nainital,262402,4,0,0
02-01-2026,Uttarakhand,Nainital,263136,1,0,0
02-01-2026,Uttarakhand,Nainital,263140,2,0,0
02-01-2026,Uttarakhand,Nainital,263141,1,0,0
02-01-2026,Uttarakhand,Nainital,263159,3,0,0
01-01-2026,Uttarakhand,Nainital,244715,15,3,0
01-01-2026,Uttarakhand,Nainital,263134,1,2,0
03-01-2026,Uttarakhand,Nainital,263139,2,2,0
09-06-2025,Uttarakhand,Nainital,263002,2,0,0
09-06-2025,Uttarakhand,Nainital,263140,0,1,0
09-06-2025,Uttarakhand,Nainital,263157,3,0,0
10-06-2025,Uttarakhand,Nainital,244715,4,0,0
10-06-2025,Uttarakhand,Nainital,244716,2,0,0
10-06-2025,Uttarakhand,Nainital,263126,3,0,0
10-06-2025,Uttarakhand,Nainital,263132,2,0,0
11-06-2025,Uttarakhand,Nainital,263157,1,0,0
12-06-2025,Uttarakhand,Nainital,263002,1,0,0
12-06-2025,Uttarakhand,Nainital,263132,2,0,0
12-06-2025,Uttarakhand,Nainital,263139,9,8,0
12-06-2025,Uttarakhand,Nainital,263158,1,0,0
14-06-2025,Uttarakhand,Nainital,263126,2,1,0
14-06-2025,Uttarakhand,Nainital,263140,5,0,0
16-06-2025,Uttarakhand,Nainital,263126,2,1,0
16-06-2025,Uttarakhand,Nainital,263136,0,1,0
16-06-2025,Uttarakhand,Nainital,263159,2,0,0
17-06-2025,Uttarakhand,Nainital,262580,1,0,0
17-06-2025,Uttarakhand,Nainital,263126,2,1,0
17-06-2025,Uttarakhand,Nainital,263156,0,1,0
18-06-2025,Uttarakhand,Nainital,263126,5,1,0
18-06-2025,Uttarakhand,Nainital,263127,2,0,0
18-06-2025,Uttarakhand,Nainital,263135,1,0,0
18-06-2025,Uttarakhand,Nainital,263158,1,0,0
15-03-2025,Uttarakhand,Haridwar,247667,17,15,28
03-09-2025,Uttarakhand,Haridwar,247662,2,1,0
03-09-2025,Uttarakhand,Haridwar,247668,1,1,0
03-09-2025,Uttarakhand,Haridwar,249402,2,1,0
03-09-2025,Uttarakhand,Haridwar,249407,3,1,0
02-09-2025,Uttarakhand,Haridwar,247665,1,1,0
02-09-2025,Uttarakhand,Haridwar,247666,1,2,0
02-09-2025,Uttarakhand,Haridwar,247668,2,0,0
01-09-2025,Uttarakhand,Haridwar,247656,1,0,0
01-09-2025,Uttarakhand,Haridwar,247661,3,0,0
01-09-2025,Uttarakhand,Haridwar,247666,1,0,0
01-09-2025,Uttarakhand,Haridwar,249403,1,0,0
06-09-2025,Uttarakhand,Haridwar,249403,1,0,0
06-09-2025,Uttarakhand,Haridwar,249404,4,1,0
06-09-2025,Uttarakhand,Haridwar,249408,2,0,0
05-09-2025,Uttarakhand,Haridwar,247663,3,2,0
05-09-2025,Uttarakhand,Haridwar,247668,0,1,0
05-09-2025,Uttarakhand,Haridwar,247671,2,3,0
04-09-2025,Uttarakhand,Haridwar,249401,1,0,0
07-09-2025,Uttarakhand,Haridwar,249402,2,0,0
09-09-2025,Uttarakhand,Haridwar,247656,3,1,0
09-09-2025,Uttarakhand,Haridwar,247662,2,2,0
09-09-2025,Uttarakhand,Haridwar,247663,20,8,0
09-09-2025,Uttarakhand,Haridwar,247666,9,0,0
09-09-2025,Uttarakhand,Haridwar,247671,1,0,0
08-09-2025,Uttarakhand,Haridwar,247665,2,0,0
08-09-2025,Uttarakhand,Haridwar,247666,2,1,0
08-09-2025,Uttarakhand,Haridwar,247668,2,0,0
10-09-2025,Uttarakhand,Haridwar,247656,2,2,0
10-09-2025,Uttarakhand,Haridwar,247661,10,4,0
10-09-2025,Uttarakhand,Haridwar,247667,25,3,0
10-09-2025,Uttarakhand,Haridwar,247668,1,0,0
10-09-2025,Uttarakhand,Haridwar,249401,6,2,0
10-09-2025,Uttarakhand,Haridwar,249402,4,3,0
10-09-2025,Uttarakhand,Haridwar,249407,4,1,0
11-09-2025,Uttarakhand,Haridwar,247662,2,1,0
14-09-2025,Uttarakhand,Haridwar,247662,0,1,0
12-09-2025,Uttarakhand,Haridwar,247656,9,3,0
12-09-2025,Uttarakhand,Haridwar,249403,2,0,0
13-09-2025,Uttarakhand,Haridwar,249402,5,1,0
15-09-2025,Uttarakhand,Haridwar,249403,1,1,0
16-09-2025,Uttarakhand,Haridwar,247662,1,1,0
16-09-2025,Uttarakhand,Haridwar,249407,5,1,0
19-09-2025,Uttarakhand,Haridwar,247663,7,3,0
19-09-2025,Uttarakhand,Haridwar,249402,7,3,0
17-09-2025,Uttarakhand,Haridwar,247662,4,0,0
17-09-2025,Uttarakhand,Haridwar,247664,1,1,0
17-09-2025,Uttarakhand,Haridwar,249407,5,0,0
18-09-2025,Uttarakhand,Haridwar,246763,1,0,0
18-09-2025,Uttarakhand,Haridwar,247656,3,1,0
18-09-2025,Uttarakhand,Haridwar,247661,7,1,0
18-09-2025,Uttarakhand,Haridwar,247663,12,2,0
18-09-2025,Uttarakhand,Haridwar,247670,2,0,0
18-09-2025,Uttarakhand,Haridwar,249408,3,0,0
22-09-2025,Uttarakhand,Haridwar,247656,1,0,0
22-09-2025,Uttarakhand,Haridwar,247670,1,0,0
22-09-2025,Uttarakhand,Haridwar,249401,0,2,0
20-09-2025,Uttarakhand,Haridwar,247661,4,2,0
20-09-2025,Uttarakhand,Haridwar,247667,8,2,0
20-09-2025,Uttarakhand,Haridwar,249401,1,0,0
20-09-2025,Uttarakhand,Haridwar,249403,2,2,0
20-09-2025,Uttarakhand,Haridwar,249407,4,1,0
20-09-2025,Uttarakhand,Haridwar,249410,1,0,0
21-09-2025,Uttarakhand,Haridwar,247671,2,0,0
25-09-2025,Uttarakhand,Haridwar,246763,2,0,0
24-09-2025,Uttarakhand,Haridwar,247661,1,0,0
24-09-2025,Uttarakhand,Haridwar,247662,1,0,0
24-09-2025,Uttarakhand,Haridwar,247666,1,0,0
24-09-2025,Uttarakhand,Haridwar,247671,3,1,0
23-09-2025,Uttarakhand,Haridwar,247661,5,2,0
23-09-2025,Uttarakhand,Haridwar,247663,12,2,0
23-09-2025,Uttarakhand,Haridwar,247671,1,1,0
23-09-2025,Uttarakhand,Haridwar,249402,0,1,0
23-09-2025,Uttarakhand,Haridwar,249408,0,1,0
27-09-2025,Uttarakhand,Haridwar,249404,1,1,1
28-09-2025,Uttarakhand,Haridwar,247656,1,1,0
28-09-2025,Uttarakhand,Haridwar,249408,1,0,0
29-09-2025,Uttarakhand,Haridwar,247661,0,1,0
29-09-2025,Uttarakhand,Haridwar,249403,1,0,0
26-09-2025,Uttarakhand,Haridwar,247666,1,0,0
30-09-2025,Uttarakhand,Haridwar,247656,0,1,0
30-09-2025,Uttarakhand,Haridwar,247667,1,0,0
26-10-2025,Uttarakhand,Haridwar,247661,1,0,0
26-10-2025,Uttarakhand,Haridwar,247668,1,0,0
26-10-2025,Uttarakhand,Haridwar,247670,1,1,0
26-10-2025,Uttarakhand,Haridwar,249404,2,0,0
13-10-2025,Uttarakhand,Haridwar,247656,9,2,0
13-10-2025,Uttarakhand,Haridwar,249401,2,1,0
13-10-2025,Uttarakhand,Haridwar,249407,3,0,0
13-10-2025,Uttarakhand,Haridwar,249408,6,1,0
15-10-2025,Uttarakhand,Haridwar,249403,1,0,0
16-10-2025,Uttarakhand,Haridwar,247656,4,1,0
16-10-2025,Uttarakhand,Haridwar,247670,2,1,0
16-10-2025,Uttarakhand,Haridwar,249401,2,1,0
17-10-2025,Uttarakhand,Haridwar,247668,1,0,0
20-10-2025,Uttarakhand,Haridwar,249402,2,0,0
20-10-2025,Uttarakhand,Haridwar,249408,1,0,0
20-10-2025,Uttarakhand,Haridwar,249410,1,0,0
19-10-2025,Uttarakhand,Haridwar,247668,1,0,0
19-10-2025,Uttarakhand,Haridwar,249402,12,2,0
19-10-2025,Uttarakhand,Haridwar,249408,2,0,0
21-10-2025,Uttarakhand,Haridwar,247667,3,0,0
24-10-2025,Uttarakhand,Haridwar,247666,2,1,0
24-10-2025,Uttarakhand,Haridwar,247668,3,0,0
24-10-2025,Uttarakhand,Haridwar,249403,2,0,0
24-10-2025,Uttarakhand,Haridwar,249404,2,0,0
24-10-2025,Uttarakhand,Haridwar,249408,1,0,0
25-10-2025,Uttarakhand,Haridwar,247662,1,0,0
25-10-2025,Uttarakhand,Haridwar,247663,5,0,0
25-10-2025,Uttarakhand,Haridwar,247670,2,0,0
25-10-2025,Uttarakhand,Haridwar,247671,1,0,0
27-10-2025,Uttarakhand,Haridwar,247656,1,0,0
27-10-2025,Uttarakhand,Haridwar,247668,1,0,0
27-10-2025,Uttarakhand,Haridwar,249404,8,0,0
28-10-2025,Uttarakhand,Haridwar,247663,6,2,0
29-10-2025,Uttarakhand,Haridwar,249403,2,0,0
30-10-2025,Uttarakhand,Haridwar,249401,2,4,0
01-11-2025,Uttarakhand,Haridwar,247661,0,1,0
01-11-2025,Uttarakhand,Haridwar,247662,1,0,0
01-11-2025,Uttarakhand,Haridwar,249404,1,0,0
01-11-2025,Uttarakhand,Haridwar,249407,2,0,0
01-11-2025,Uttarakhand,Haridwar,249408,1,1,0
02-11-2025,Uttarakhand,Haridwar,246763,0,1,0
02-11-2025,Uttarakhand,Haridwar,247662,0,1,0
02-11-2025,Uttarakhand,Haridwar,247663,13,6,0
02-11-2025,Uttarakhand,Haridwar,247664,2,0,0
02-11-2025,Uttarakhand,Haridwar,249403,3,1,0
31-10-2025,Uttarakhand,Haridwar,247661,4,3,0
31-10-2025,Uttarakhand,Haridwar,247662,4,0,0
31-10-2025,Uttarakhand,Haridwar,249403,3,2,0
31-10-2025,Uttarakhand,Haridwar,249410,0,1,0
12-11-2025,Uttarakhand,Haridwar,247661,6,1,0
12-11-2025,Uttarakhand,Haridwar,247664,1,1,0
12-11-2025,Uttarakhand,Haridwar,247665,1,0,0
12-11-2025,Uttarakhand,Haridwar,249407,1,2,0
10-11-2025,Uttarakhand,Haridwar,247663,6,1,0
10-11-2025,Uttarakhand,Haridwar,247665,2,1,0
10-11-2025,Uttarakhand,Haridwar,247666,3,0,0
10-11-2025,Uttarakhand,Haridwar,249403,1,1,0
10-11-2025,Uttarakhand,Haridwar,249404,5,2,0
10-11-2025,Uttarakhand,Haridwar,249407,2,1,0
11-11-2025,Uttarakhand,Haridwar,247661,2,0,0
11-11-2025,Uttarakhand,Haridwar,247663,8,0,0
11-11-2025,Uttarakhand,Haridwar,249401,3,0,0
11-11-2025,Uttarakhand,Haridwar,249403,3,0,0
16-11-2025,Uttarakhand,Haridwar,247656,6,2,0
16-11-2025,Uttarakhand,Haridwar,247665,2,0,0
16-11-2025,Uttarakhand,Haridwar,247666,0,1,0
16-11-2025,Uttarakhand,Haridwar,249401,3,0,0
15-11-2025,Uttarakhand,Haridwar,246763,1,0,0
15-11-2025,Uttarakhand,Haridwar,247662,5,1,0
15-11-2025,Uttarakhand,Haridwar,247663,26,4,0
15-11-2025,Uttarakhand,Haridwar,247665,1,2,0
15-11-2025,Uttarakhand,Haridwar,247667,29,7,0
15-11-2025,Uttarakhand,Haridwar,247668,1,3,0
15-11-2025,Uttarakhand,Haridwar,247670,2,0,0
03-11-2025,Uttarakhand,Haridwar,247661,2,1,0
03-11-2025,Uttarakhand,Haridwar,247665,1,0,0
03-11-2025,Uttarakhand,Haridwar,249403,2,0,0
03-11-2025,Uttarakhand,Haridwar,249404,6,0,0
05-11-2025,Uttarakhand,Haridwar,249404,5,0,0
07-11-2025,Uttarakhand,Haridwar,247662,0,1,0
07-11-2025,Uttarakhand,Haridwar,247663,5,1,0
07-11-2025,Uttarakhand,Haridwar,247671,3,1,0
07-11-2025,Uttarakhand,Haridwar,249407,1,1,0
07-11-2025,Uttarakhand,Haridwar,249410,1,0,0
06-11-2025,Uttarakhand,Haridwar,247656,3,0,0
06-11-2025,Uttarakhand,Haridwar,247664,1,0,0
09-11-2025,Uttarakhand,Haridwar,247661,6,0,0
09-11-2025,Uttarakhand,Haridwar,247663,6,2,0
09-11-2025,Uttarakhand,Haridwar,247666,2,0,0
09-11-2025,Uttarakhand,Haridwar,247668,2,1,0
08-11-2025,Uttarakhand,Haridwar,246763,2,0,0
08-11-2025,Uttarakhand,Haridwar,247666,1,0,0
08-11-2025,Uttarakhand,Haridwar,247668,2,0,0
08-11-2025,Uttarakhand,Haridwar,247671,1,0,0
08-11-2025,Uttarakhand,Haridwar,249402,6,1,0
08-11-2025,Uttarakhand,Haridwar,249408,3,2,0
14-11-2025,Uttarakhand,Haridwar,247663,9,1,0
14-11-2025,Uttarakhand,Haridwar,249401,4,0,0
14-11-2025,Uttarakhand,Haridwar,249408,2,0,0
13-11-2025,Uttarakhand,Haridwar,249408,2,0,0
18-11-2025,Uttarakhand,Haridwar,249402,7,2,0
18-11-2025,Uttarakhand,Haridwar,249403,0,1,0
17-11-2025,Uttarakhand,Haridwar,247664,1,0,0
25-11-2025,Uttarakhand,Haridwar,247663,11,0,0
25-11-2025,Uttarakhand,Haridwar,249407,2,0,0
19-11-2025,Uttarakhand,Haridwar,249403,0,2,1
15-12-2025,Uttarakhand,Haridwar,246763,1,0,0
15-12-2025,Uttarakhand,Haridwar,247666,4,0,0
15-12-2025,Uttarakhand,Haridwar,247667,18,5,0
15-12-2025,Uttarakhand,Haridwar,249401,4,1,0
15-12-2025,Uttarakhand,Haridwar,249402,8,3,0
15-12-2025,Uttarakhand,Haridwar,249404,1,1,0
22-12-2025,Uttarakhand,Haridwar,247665,4,0,0
22-12-2025,Uttarakhand,Haridwar,249402,7,0,0
21-12-2025,Uttarakhand,Haridwar,247656,1,0,0
21-12-2025,Uttarakhand,Haridwar,247662,1,0,0
21-12-2025,Uttarakhand,Haridwar,247663,4,0,0
24-12-2025,Uttarakhand,Haridwar,247667,6,8,0
24-12-2025,Uttarakhand,Haridwar,247671,3,0,0
24-12-2025,Uttarakhand,Haridwar,249411,0,1,0
23-12-2025,Uttarakhand,Haridwar,247662,1,0,0
23-12-2025,Uttarakhand,Haridwar,247668,1,0,0
27-12-2025,Uttarakhand,Haridwar,247665,3,0,0
27-12-2025,Uttarakhand,Haridwar,247667,26,4,0
27-12-2025,Uttarakhand,Haridwar,249402,10,0,0
27-12-2025,Uttarakhand,Haridwar,249408,4,0,0
27-12-2025,Uttarakhand,Haridwar,249410,0,1,0
26-12-2025,Uttarakhand,Haridwar,247665,4,1,0
26-12-2025,Uttarakhand,Haridwar,249401,1,0,0
28-12-2025,Uttarakhand,Haridwar,247663,9,0,0
28-12-2025,Uttarakhand,Haridwar,249402,9,7,0
28-12-2025,Uttarakhand,Haridwar,249407,3,1,0
29-12-2025,Uttarakhand,Haridwar,247661,2,1,0
29-12-2025,Uttarakhand,Haridwar,247666,1,0,0
29-12-2025,Uttarakhand,Haridwar,249402,4,0,0
31-12-2025,Uttarakhand,Haridwar,247667,42,12,0
31-12-2025,Uttarakhand,Haridwar,247671,12,8,0
31-12-2025,Uttarakhand,Haridwar,249408,11,1,0
01-01-2026,Uttarakhand,Haridwar,247661,6,1,0
01-01-2026,Uttarakhand,Haridwar,247662,4,1,0
01-01-2026,Uttarakhand,Haridwar,247668,4,0,0
01-01-2026,Uttarakhand,Haridwar,249401,3,2,0
01-01-2026,Uttarakhand,Haridwar,249402,16,1,0
01-01-2026,Uttarakhand,Haridwar,249404,7,0,0
01-01-2026,Uttarakhand,Haridwar,249408,7,1,0
03-01-2026,Uttarakhand,Haridwar,247667,3,0,0
02-01-2026,Uttarakhand,Haridwar,249408,10,0,0
09-06-2025,Uttarakhand,Haridwar,247656,1,0,0
09-06-2025,Uttarakhand,Haridwar,247663,11,2,0
09-06-2025,Uttarakhand,Haridwar,249402,3,1,0
10-06-2025,Uttarakhand,Haridwar,247661,8,0,0
10-06-2025,Uttarakhand,Haridwar,247667,13,1,0
10-06-2025,Uttarakhand,Haridwar,247670,1,0,1
10-06-2025,Uttarakhand,Haridwar,249404,2,1,0
10-06-2025,Uttarakhand,Haridwar,249407,1,2,0
11-06-2025,Uttarakhand,Haridwar,247656,1,0,0
11-06-2025,Uttarakhand,Haridwar,249402,5,1,0
11-06-2025,Uttarakhand,Haridwar,249407,4,2,0
12-06-2025,Uttarakhand,Haridwar,247665,1,0,0
12-06-2025,Uttarakhand,Haridwar,247666,1,2,0
12-06-2025,Uttarakhand,Haridwar,247668,0,1,0
12-06-2025,Uttarakhand,Haridwar,247671,1,0,0
13-06-2025,Uttarakhand,Haridwar,249404,4,0,0
15-06-2025,Uttarakhand,Haridwar,249402,1,0,0
16-06-2025,Uttarakhand,Haridwar,247661,4,1,1
16-06-2025,Uttarakhand,Haridwar,247663,2,4,0
16-06-2025,Uttarakhand,Haridwar,247664,2,1,0
14-06-2025,Uttarakhand,Haridwar,247664,4,0,0
14-06-2025,Uttarakhand,Haridwar,247667,2,1,0
14-06-2025,Uttarakhand,Haridwar,247671,1,1,0
14-06-2025,Uttarakhand,Haridwar,249404,1,3,0
14-06-2025,Uttarakhand,Haridwar,249408,1,3,0
17-06-2025,Uttarakhand,Haridwar,247666,1,1,0
17-06-2025,Uttarakhand,Haridwar,249404,2,0,0
17-06-2025,Uttarakhand,Haridwar,249408,3,2,0
19-06-2025,Uttarakhand,Haridwar,247664,1,1,0
19-06-2025,Uttarakhand,Haridwar,249403,2,2,0
02-09-2025,Uttarakhand,Haridwar,247656,1,0,0
02-09-2025,Uttarakhand,Haridwar,247661,3,1,0
03-09-2025,Uttarakhand,Haridwar,247656,1,1,0
03-09-2025,Uttarakhand,Haridwar,247661,7,7,0
03-09-2025,Uttarakhand,Haridwar,247667,13,2,0
03-09-2025,Uttarakhand,Haridwar,247671,2,0,0
03-09-2025,Uttarakhand,Haridwar,249401,1,1,0
01-09-2025,Uttarakhand,Haridwar,247663,1,1,0
01-09-2025,Uttarakhand,Haridwar,249408,0,1,0
04-09-2025,Uttarakhand,Haridwar,247662,2,1,0
04-09-2025,Uttarakhand,Haridwar,247671,1,0,0
06-09-2025,Uttarakhand,Haridwar,247663,5,3,0
06-09-2025,Uttarakhand,Haridwar,247667,14,3,0
06-09-2025,Uttarakhand,Haridwar,247668,3,2,0
05-09-2025,Uttarakhand,Haridwar,247661,0,1,0
05-09-2025,Uttarakhand,Haridwar,249407,2,0,0
09-09-2025,Uttarakhand,Haridwar,247661,7,1,0
09-09-2025,Uttarakhand,Haridwar,247668,1,2,0
09-09-2025,Uttarakhand,Haridwar,249404,1,0,0
09-09-2025,Uttarakhand,Haridwar,249410,1,0,0
08-09-2025,Uttarakhand,Haridwar,247661,6,1,0
08-09-2025,Uttarakhand,Haridwar,249407,2,3,0
11-09-2025,Uttarakhand,Haridwar,247665,1,1,0
11-09-2025,Uttarakhand,Haridwar,247668,0,1,0
11-09-2025,Uttarakhand,Haridwar,249408,2,2,0
10-09-2025,Uttarakhand,Haridwar,247663,11,3,0
14-09-2025,Uttarakhand,Haridwar,247656,3,0,0
13-09-2025,Uttarakhand,Haridwar,247656,0,1,0
13-09-2025,Uttarakhand,Haridwar,247668,1,0,0
13-09-2025,Uttarakhand,Haridwar,247670,1,1,0
13-09-2025,Uttarakhand,Haridwar,249401,3,0,0
13-09-2025,Uttarakhand,Haridwar,249403,3,0,0
13-09-2025,Uttarakhand,Haridwar,249404,12,1,0
12-09-2025,Uttarakhand,Haridwar,247663,6,1,0
12-09-2025,Uttarakhand,Haridwar,247666,2,1,0
12-09-2025,Uttarakhand,Haridwar,247668,3,1,0
12-09-2025,Uttarakhand,Haridwar,249402,4,2,0
15-09-2025,Uttarakhand,Haridwar,247671,2,0,0
15-09-2025,Uttarakhand,Haridwar,247656,4,0,0
15-09-2025,Uttarakhand,Haridwar,247661,4,2,0
15-09-2025,Uttarakhand,Haridwar,247668,2,1,0
16-09-2025,Uttarakhand,Haridwar,247668,1,2,0
19-09-2025,Uttarakhand,Haridwar,247661,1,0,0
19-09-2025,Uttarakhand,Haridwar,247666,1,1,0
19-09-2025,Uttarakhand,Haridwar,247671,2,1,0
19-09-2025,Uttarakhand,Haridwar,249408,0,1,0
18-09-2025,Uttarakhand,Haridwar,247667,9,5,0
18-09-2025,Uttarakhand,Haridwar,247668,2,1,0
17-09-2025,Uttarakhand,Haridwar,247670,4,0,0
17-09-2025,Uttarakhand,Haridwar,249401,1,0,0
22-09-2025,Uttarakhand,Haridwar,247667,8,2,0
22-09-2025,Uttarakhand,Haridwar,249407,2,0,0
20-09-2025,Uttarakhand,Haridwar,247670,1,0,0
20-09-2025,Uttarakhand,Haridwar,249404,2,0,0
21-09-2025,Uttarakhand,Haridwar,247661,3,0,0
25-09-2025,Uttarakhand,Haridwar,247666,2,0,0
25-09-2025,Uttarakhand,Haridwar,247667,3,1,0
25-09-2025,Uttarakhand,Haridwar,247671,2,1,0
25-09-2025,Uttarakhand,Haridwar,249410,1,0,0
24-09-2025,Uttarakhand,Haridwar,247667,9,5,0
24-09-2025,Uttarakhand,Haridwar,249407,3,1,0
23-09-2025,Uttarakhand,Haridwar,247666,1,1,0
23-09-2025,Uttarakhand,Haridwar,247667,5,1,0
29-09-2025,Uttarakhand,Haridwar,247665,0,1,0
29-09-2025,Uttarakhand,Haridwar,247670,1,0,0
28-09-2025,Uttarakhand,Haridwar,247667,2,0,0
26-09-2025,Uttarakhand,Haridwar,247661,4,1,0
26-09-2025,Uttarakhand,Haridwar,247667,6,1,0
26-09-2025,Uttarakhand,Haridwar,249408,3,1,0
26-10-2025,Uttarakhand,Haridwar,247664,0,1,0
26-10-2025,Uttarakhand,Haridwar,249401,1,0,0
15-10-2025,Uttarakhand,Haridwar,247662,4,1,0
15-10-2025,Uttarakhand,Haridwar,247663,5,2,0
15-10-2025,Uttarakhand,Haridwar,247664,3,0,0
15-10-2025,Uttarakhand,Haridwar,249401,3,0,0
15-10-2025,Uttarakhand,Haridwar,249404,2,0,0
15-10-2025,Uttarakhand,Haridwar,249407,6,3,0
13-10-2025,Uttarakhand,Haridwar,247662,1,0,0
13-10-2025,Uttarakhand,Haridwar,247664,1,0,0
17-10-2025,Uttarakhand,Haridwar,247665,3,1,0
17-10-2025,Uttarakhand,Haridwar,247666,4,2,0
17-10-2025,Uttarakhand,Haridwar,249401,5,1,0
16-10-2025,Uttarakhand,Haridwar,249403,1,0,0
19-10-2025,Uttarakhand,Haridwar,247656,1,0,0
19-10-2025,Uttarakhand,Haridwar,247667,19,2,0
19-10-2025,Uttarakhand,Haridwar,247671,3,1,0
19-10-2025,Uttarakhand,Haridwar,249401,1,0,0
19-10-2025,Uttarakhand,Haridwar,249403,2,0,0
19-10-2025,Uttarakhand,Haridwar,249407,3,0,0
18-10-2025,Uttarakhand,Haridwar,247663,11,3,0
18-10-2025,Uttarakhand,Haridwar,247664,1,0,0
18-10-2025,Uttarakhand,Haridwar,247670,4,0,0
18-10-2025,Uttarakhand,Haridwar,249408,3,0,0
20-10-2025,Uttarakhand,Haridwar,247668,1,0,0
20-10-2025,Uttarakhand,Haridwar,249404,1,0,0
24-10-2025,Uttarakhand,Haridwar,249407,0,1,0
25-10-2025,Uttarakhand,Haridwar,247656,3,0,0
25-10-2025,Uttarakhand,Haridwar,247661,8,1,0
25-10-2025,Uttarakhand,Haridwar,249407,1,0,0
27-10-2025,Uttarakhand,Haridwar,247667,6,2,0
27-10-2025,Uttarakhand,Haridwar,249402,2,1,0
28-10-2025,Uttarakhand,Haridwar,249402,2,0,0
28-10-2025,Uttarakhand,Haridwar,249403,5,0,0
03-11-2025,Uttarakhand,Haridwar,247664,1,1,0
03-11-2025,Uttarakhand,Haridwar,249402,9,0,0
03-11-2025,Uttarakhand,Haridwar,249407,2,1,0
05-11-2025,Uttarakhand,Haridwar,247661,8,0,0
05-11-2025,Uttarakhand,Haridwar,247667,15,2,0
05-11-2025,Uttarakhand,Haridwar,247668,8,2,0
05-11-2025,Uttarakhand,Haridwar,249403,2,0,0
07-11-2025,Uttarakhand,Haridwar,247656,4,1,0
07-11-2025,Uttarakhand,Haridwar,247668,2,0,0
07-11-2025,Uttarakhand,Haridwar,247670,1,1,0
06-11-2025,Uttarakhand,Haridwar,247671,1,0,0
06-11-2025,Uttarakhand,Haridwar,249402,5,0,0
08-11-2025,Uttarakhand,Haridwar,247661,4,3,0
08-11-2025,Uttarakhand,Haridwar,247663,12,2,0
08-11-2025,Uttarakhand,Haridwar,249407,7,2,0
